Time;Temperature;Precip_past_hour;Precip_past_24_hours;Precip:forecast;Watering_necessary
21.09.2022, 08:09:31;11.3;RainIntensity.NONE;RainIntensity.LIGHT_RAIN;RainIntensity.NONE;True
